date,disease,evapotranspiration,agb,cumulatedTemperature,cumulatedEvapotranspiration
29/01/2022,false,4.3528921240182346,0.0,27.068088336086447,4.3528921240182346
30/01/2022,false,4.169476215840995,5.518227335515929,54.57938915927393,8.52236833985923
31/01/2022,false,4.071849150452592,11.461873316421206,81.97896687627492,12.594217490311824
01/02/2022,false,4.14188506302715,26.393297039387363,110.3870961355421,16.736102553338974
02/02/2022,false,4.495969565146389,41.45800692462487,138.28062093847151,21.232072118485362
03/02/2022,false,3.9998680330575627,55.118143901504496,166.0699381123283,25.231940151542926
04/02/2022,false,3.8186634696663466,69.07463149567145,192.9598072756134,29.050603621209273
05/02/2022,false,3.6765154724545295,81.34634203381515,220.76541626863516,32.7271190936638
06/02/2022,false,3.542881197133046,92.62684631431652,248.40036258830173,36.27000029079685
07/02/2022,false,3.0636197994177246,104.73288796068582,275.7512629447759,39.33362009021457
08/02/2022,false,3.0144454636473776,114.6846323195895,303.3228237867224,42.34806555386195
09/02/2022,false,2.757676200265743,124.04463235051236,331.08288185708665,45.10574175412769
10/02/2022,false,2.7845857640669753,133.69677901284476,359.4539925834365,47.89032751819467
11/02/2022,false,2.482697537539502,141.79295295330473,386.60173089703596,50.37302505573417
12/02/2022,false,2.4760870907950436,150.35088563140556,413.61472991065244,52.84911214652921
13/02/2022,false,2.1901447449833444,157.55946080363827,441.1797820136167,55.03925689151255
14/02/2022,false,2.0095341331706496,164.299898632212,468.5567618141624,57.0487910246832
15/02/2022,false,1.9317654503730592,170.94889475750557,495.6389184351286,58.980556475056254
16/02/2022,false,3.9190400611229315,185.77905989038186,523.3639217519576,62.89959653617919
17/02/2022,false,4.118556148828859,200.321821957207,551.1195975946919,67.01815268500805
18/02/2022,false,3.9797253857726935,214.0160867851361,578.386847339098,70.99787807078074
19/02/2022,false,3.749979594084258,227.75418647926762,606.4545457398515,74.747857664865
20/02/2022,false,3.6339865381470022,239.30287527327616,633.5299754823359,78.381844203012
21/02/2022,false,3.369637583798358,251.02062554284868,661.5166299286944,81.75148178681036
22/02/2022,false,2.983549067846556,261.82680881184143,688.5492116620617,84.73503085465691
23/02/2022,false,3.026788436556161,272.75428360951815,716.3186381720161,87.76181929121307
24/02/2022,false,2.663827879069182,282.12182760399224,744.0044859071745,90.42564717028226
25/02/2022,false,2.5659905906414053,290.05288962088963,771.3330234895234,92.99163776092367
26/02/2022,false,2.5034864898911526,298.96318015895645,798.8181665480108,95.49512425081483
27/02/2022,false,4.154007181343792,313.10527977704055,826.6477308448157,99.64913143215861
28/02/2022,false,4.288825660414787,328.0588436914155,854.5159926836843,103.9379570925734
01/03/2022,false,4.197394291846336,356.4576146156695,882.907916464188,108.13535138441974
02/03/2022,false,4.423686057217492,386.52701391661554,911.2690611177919,112.55903744163723
03/03/2022,false,4.079456102711611,416.5312473685387,939.281461173767,116.63849354434885
04/03/2022,false,3.8355670248398686,444.7123439192175,966.8938962481521,120.47406056918872
05/03/2022,false,3.611306437872783,468.365051737702,995.0347420167154,124.0853670070615
06/03/2022,false,3.3976538204263,492.9011463750448,1023.0780310156232,127.4830208274878
07/03/2022,false,3.2423203487373407,513.954620135232,1051.860515121635,130.72534117622516
08/03/2022,false,3.0254182966523824,535.4219961267801,1079.0390478840657,133.75075947287755
09/03/2022,false,2.852299550254496,554.47517132985,1107.4000834529636,136.60305902313203
10/03/2022,false,2.6932431258669625,572.2398585674109,1135.290645599694,139.296302148999
11/03/2022,false,2.695503214353233,589.2101901700634,1163.5300619137001,141.99180536335223
12/03/2022,false,2.3876887570678,606.4254341674668,1191.0425699012103,144.37949412042002
13/03/2022,false,2.2561989460782303,621.0672722497827,1218.7553903022658,146.63569306649825
14/03/2022,false,2.0384344448422405,635.8883071374431,1247.2333512883904,148.6741275113405
15/03/2022,false,1.9090714916363658,648.6787704391028,1275.0270335485002,150.58319900297684
16/03/2022,false,1.7659384164373244,661.7278827329068,1303.4736976037286,152.34913741941418
17/03/2022,false,1.7425720989171605,673.3223906812747,1330.9869752394577,154.09170951833133
18/03/2022,false,4.3224300509809,701.0534542346905,1358.2402442314985,158.41413956931223
19/03/2022,false,4.1833240192872045,729.5856476873532,1385.6419241689673,162.59746358859942
20/03/2022,false,4.441778901193069,757.9153467843428,1412.7295421846711,167.03924248979249
21/03/2022,false,4.145867215849391,785.545833929061,1440.908865363464,171.18510970564188
22/03/2022,false,3.9474286850802494,811.9573541692989,1468.2246419379153,175.13253839072212
23/03/2022,false,4.107873448459987,841.5981324860403,1495.6674832223541,179.24041183918212
24/03/2022,false,4.898879479125575,876.1112193320745,1523.0778927466959,184.1392913183077
25/03/2022,false,4.5207462282754225,908.3252498449706,1550.9841650792696,188.6600375465831
26/03/2022,false,4.407278129488871,937.1147931343941,1578.8406905126285,193.06731567607198
27/03/2022,false,4.050710824604261,962.8017227820236,1607.6669532151714,197.11802650067625
28/03/2022,false,3.735468304151293,987.9943080011479,1635.1713455319998,200.85349480482753
29/03/2022,false,3.4274457756403653,1009.1853191314469,1662.512734767028,204.2809405804679
30/03/2022,false,3.2643200760043194,1031.9623216969242,1690.8786816731824,207.5452606564722
31/03/2022,false,2.9876895990846704,1052.032409463693,1718.7978594315161,210.53295025555687
01/04/2022,false,2.6637777787066095,1083.126868404567,1746.8520949912127,213.1967280342635
02/04/2022,false,2.581049064933526,1111.352052701845,1775.341450118528,215.777777099197
03/04/2022,false,2.3916196889711516,1138.5423248977966,1803.6350457556696,218.16939678816817
04/04/2022,false,2.2174642307852297,1164.8258185237214,1832.0910798534553,220.3868610189534
